OverallQual,YearBuilt,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,SalePrice_log,InternalSF,TotalBath,TotRmsAbvGrdWithBath,OverallScore,InternalScore,HouseAge,ExterQaulScore,HeatingQCScore,KitchenQualScore,GarageQualScore,ExterQual_Gd,ExterQual_TA,Foundation_PConc,BsmtQual_Ex,BsmtQual_TA,BsmtFinType1_GLQ,HeatingQC_Ex,KitchenQual_Ex,KitchenQual_Gd,KitchenQual_TA,FireplaceQu_Not Applicable,GarageType_Attchd,GarageFinish_Fin,GarageFinish_Unf,Neighborhood_Price_Bucket_Level_1,Neighborhood_Price_Bucket_Level_4
5,1940,0.0,883,988,1505,1,8,0,1,240,145000,11.884489021402713,2388,2.0,9.0,25,11940,68,0.0,6020,4515,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,2003,500.0,0,495,1922,3,7,1,2,672,198500,12.198544379109382,1922,3.0,10.0,35,13454,6,2000.0,9610,7688,2016.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6,1972,510.0,483,483,987,1,5,0,1,264,118000,11.6784399034478,1470,1.5,6.5,48,8820,37,1530.0,3948,3948,792.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1976,120.0,796,790,1574,2,6,1,2,566,190000,12.154779351142624,2370,3.5,8.5,30,14220,30,360.0,4722,4722,1698.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1920,0.0,672,672,1344,1,6,0,1,468,147000,11.898187865760873,2016,1.0,7.0,35,10080,89,0.0,5376,4032,1404.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1963,247.0,1394,1394,1394,1,6,2,2,514,159000,11.976659481202368,2788,2.5,7.5,30,16728,46,741.0,5576,4182,1542.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6,1962,305.0,1099,1431,1431,1,6,1,1,296,165000,12.013700752882718,2530,1.5,7.0,30,15180,46,915.0,5724,4293,888.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1954,200.0,1268,1268,1268,1,7,1,1,244,132000,11.790557201568507,2536,1.0,8.0,30,12680,56,600.0,5072,3804,732.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1959,0.0,1063,1287,1287,1,7,1,2,576,162000,11.99535161421452,2350,2.0,8.0,35,11750,51,0.0,6435,5148,1728.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,2000,0.0,953,953,1664,2,7,1,2,460,172400,12.05757263721173,2617,2.5,9.5,30,15702,6,0.0,8320,4992,1380.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4,1959,0.0,0,1120,1588,2,7,1,2,680,134432,11.808813773969108,1588,2.0,9.0,16,6352,49,0.0,4764,4764,2040.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6,1984,0.0,744,752,752,1,4,0,1,264,125000,11.736069016284436,1496,2.0,5.0,30,8976,26,0.0,2256,2256,792.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
5,1953,0.0,608,1319,1319,1,5,0,1,270,123000,11.719939634354557,1927,2.0,6.0,30,9635,56,0.0,3957,3957,810.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,2003,0.0,847,847,1928,2,8,1,2,434,219500,12.299107511497365,2775,2.5,10.5,35,19425,4,0.0,9640,7712,1302.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1922,0.0,683,904,904,0,4,0,0,0,61000,11.018629143155447,1587,1.5,4.5,1,1587,87,0.0,3616,1808,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,1996,0.0,870,914,914,1,5,0,2,576,148000,11.904967552746252,1784,1.0,6.0,25,8920,10,0.0,4570,2742,1728.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8,2004,0.0,1580,1580,2466,3,8,1,2,610,340000,12.736700896592344,4046,3.0,11.0,40,32368,3,0.0,12330,9864,1830.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9,2010,350.0,1856,1856,1856,1,8,1,3,834,394432,12.885202034321916,3712,2.5,9.5,18,33408,0,1400.0,9280,9280,2502.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6,2000,16.0,982,1007,1800,2,7,1,2,463,179000,12.095141084822892,2782,2.5,9.5,30,16692,9,48.0,9000,5400,1389.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1924,0.0,1026,1026,1691,2,6,1,1,308,127000,11.751942365440728,2717,2.0,8.0,30,13585,86,0.0,5073,6764,924.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7,2006,0.0,1293,1301,1301,2,5,1,2,572,187750,12.14286656962638,2594,3.0,7.0,35,18158,0,0.0,6505,5204,1716.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7,2006,0.0,939,939,1797,2,8,0,2,639,213500,12.271392111650815,2736,2.5,10.5,35,19152,1,0.0,8985,7188,1917.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,1928,0.0,784,784,784,1,5,0,2,360,76000,11.238488619268468,1568,1.0,6.0,18,9408,81,0.0,2352,2352,720.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1992,0.0,1580,1079,1953,2,9,2,2,501,240000,12.388394202324127,3533,3.5,11.5,30,21198,15,0.0,9765,7812,1503.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,2004,16.0,1256,1269,1269,2,6,1,2,430,192000,12.165250651009918,2525,2.0,8.0,40,20200,6,64.0,6345,5076,1290.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1910,0.0,658,658,1184,1,8,0,0,0,81000,11.302204433654577,1842,1.0,9.0,15,9210,96,0.0,3552,3552,1452.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
6,1976,255.0,1041,1125,1125,1,6,1,1,352,125000,11.736069016284436,2166,2.0,7.0,36,12996,33,765.0,5625,3375,1056.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,1999,125.0,1468,1479,1479,2,6,0,2,577,191000,12.160028707028768,2947,2.0,8.0,35,20629,9,500.0,7395,5916,1731.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10,2007,272.0,1682,1742,2332,2,9,1,3,846,426000,12.962194625251508,4014,3.5,11.5,50,40140,1,1360.0,11660,11660,2538.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
5,1900,0.0,861,961,1367,1,7,0,1,384,119000,11.686878772093667,2228,2.0,8.0,40,11140,108,0.0,6835,4101,1152.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,2001,0.0,804,804,1961,2,7,1,2,560,215000,12.2783933071098,2765,3.5,9.5,30,16590,8,0.0,9805,7844,1680.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5,1959,0.0,0,882,882,1,5,0,1,294,106500,11.575900264131617,882,1.0,6.0,35,4410,48,0.0,2646,2646,882.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
4,1941,0.0,788,788,788,1,4,2,0,0,100000,11.512925464970229,1576,1.0,5.0,20,6304,65,0.0,2364,2364,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5,1940,0.0,735,735,1034,1,5,0,1,240,109000,11.59910316121128,1769,1.0,6.0,30,8845,67,0.0,4136,3102,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
5,1956,0.0,1144,1144,1144,1,6,0,1,596,129000,11.76756768334381,2288,2.0,7.0,30,11440,54,0.0,3432,3432,1788.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
5,1972,0.0,894,894,894,1,6,0,2,600,123000,11.719939634354557,1788,1.0,7.0,25,8940,37,0.0,2682,2682,1800.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
5,1962,288.0,864,876,1812,2,8,1,1,264,169500,12.04060820580264,2676,2.0,10.0,25,13380,45,864.0,5436,5436,792.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5,1920,0.0,961,1077,1077,1,6,0,1,338,67000,11.112447898373103,2038,1.0,7.0,10,10190,87,0.0,4308,3231,338.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
7,2006,100.0,1092,1112,1550,2,7,0,2,438,241000,12.392552212472792,2642,3.0,9.0,35,18494,3,400.0,7750,6200,1314.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
8,1996,0.0,1260,1288,1288,1,4,2,2,500,245500,12.411052226216713,2548,2.5,5.5,40,20384,12,0.0,6440,6440,1500.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
7,2005,0.0,1310,1310,1310,2,6,1,2,400,164990,12.01364014498549,2620,2.0,8.0,35,18340,1,0.0,6550,5240,1200.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1940,0.0,672,672,672,1,4,0,1,240,108000,11.589886506106357,1344,1.0,5.0,40,6720,68,0.0,3360,2016,720.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
8,1998,650.0,1141,1165,2263,2,10,1,2,420,258000,12.460714863903757,3404,2.5,12.5,40,27232,8,2600.0,9052,9052,1260.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
6,1995,0.0,806,806,1572,2,7,1,2,373,168000,12.031719258385396,2378,2.5,9.5,30,14268,12,0.0,6288,4716,1119.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4,1976,0.0,1281,1620,1620,2,8,1,2,490,150000,11.918390573078392,2901,3.0,10.0,16,11604,33,0.0,8100,4860,1470.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1936,0.0,1064,1166,1639,1,6,0,1,240,115000,11.652687407345388,2230,1.0,7.0,30,13380,72,0.0,8195,4917,720.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
6,1915,0.0,840,840,1680,2,8,0,1,308,177000,12.083905011555968,2520,2.0,10.0,42,15120,93,0.0,8400,5040,924.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
7,2006,350.0,1063,1071,2172,2,9,1,3,947,280000,12.542544882151386,3235,2.5,11.5,35,22645,1,1400.0,10860,8688,2841.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8,2007,100.0,1034,1050,2078,2,8,1,3,836,339750,12.73596533201339,3112,3.5,10.5,40,24896,1,400.0,10390,10390,2508.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5,1958,0.0,1276,1276,1276,1,5,0,1,350,60000,11.002099841204238,2552,1.0,6.0,15,12760,51,0.0,3828,3828,1050.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
5,1955,0.0,1056,1056,1056,1,5,0,2,572,145000,11.884489021402713,2112,2.0,6.0,25,10560,51,0.0,3168,3168,1716.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
7,2009,432.0,1470,1478,1478,2,7,1,2,484,222000,12.310432660854415,2948,3.5,9.5,35,20636,1,2160.0,7390,5912,1452.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5,1927,0.0,1008,1028,1028,1,5,1,2,360,115000,11.652687407345388,2036,1.0,6.0,30,10180,83,0.0,4112,3084,1080.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,1993,0.0,1080,1080,2097,2,9,1,3,678,228000,12.337100907936575,3177,3.0,11.5,35,22239,15,0.0,10485,8388,2034.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,2007,0.0,1340,1340,1340,2,6,0,2,396,181134,12.106992367829498,2680,2.0,8.0,35,18760,0,0.0,6700,5360,1188.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6,1978,203.0,672,672,1400,1,6,1,2,440,149500,11.915051671812876,2072,1.5,7.5,42,12432,28,609.0,4200,4200,1320.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1918,0.0,1370,1370,2624,2,10,1,3,864,239000,12.384218830913648,3994,3.5,12.5,36,23964,89,0.0,7872,7872,2592.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5,1940,0.0,756,756,1134,1,7,0,1,240,126000,11.744037185933616,1890,2.5,8.5,30,9450,67,0.0,2268,3402,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
5,1968,0.0,1056,1056,1056,1,6,1,1,304,142000,11.8635823365834,2112,2.0,7.0,30,10560,42,0.0,5280,3168,912.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7,1997,200.0,1344,1344,1344,2,8,0,4,784,206300,12.237086699059343,2688,4.0,10.0,35,18816,11,600.0,6720,4032,2352.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
6,1977,126.0,1602,1602,1602,2,8,1,2,529,215000,12.2783933071098,3204,2.5,10.0,42,19224,32,504.0,6408,6408,1587.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5,1954,0.0,988,988,988,1,4,0,2,520,113000,11.635143097694478,1976,1.0,5.0,25,9880,54,0.0,4940,2964,1560.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
8,1998,473.0,1470,1470,2630,2,8,1,3,696,315000,12.66032791780777,4100,3.5,10.5,40,32800,10,1892.0,10520,10520,2088.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
6,1956,74.0,1196,1196,1196,1,6,1,1,297,139000,11.842229212112828,2392,2.0,7.0,30,14352,52,222.0,4784,3588,891.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7,1946,0.0,651,707,1389,1,6,2,1,240,135000,11.813030057420567,2040,1.5,7.5,56,14280,63,0.0,5556,4167,720.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,1989,145.0,1518,1644,1644,2,5,1,2,569,275000,12.524526376648708,3162,3.5,7.0,35,22134,20,580.0,6576,6576,1707.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4,1957,0.0,907,907,907,1,5,0,1,352,109008,11.59917655301345,1814,1.0,6.0,24,7256,51,0.0,4535,2721,1056.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7,2007,108.0,1208,1208,1208,2,6,0,2,628,195400,12.18280401859082,2416,3.0,8.0,35,16912,0,432.0,6040,4832,1884.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
6,1988,0.0,1392,1412,1412,2,6,1,2,576,175000,12.072541252905651,2804,3.0,8.0,30,16824,21,0.0,4236,5648,1728.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6,1971,232.0,483,483,987,1,4,0,1,264,85400,11.35510137977666,1470,1.5,5.5,30,8820,37,696.0,2961,2961,792.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1920,0.0,901,1088,1198,1,7,0,0,0,79900,11.288531131754366,2099,1.0,8.0,42,12594,88,0.0,4792,3594,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5,1971,376.0,765,765,1365,1,6,0,2,440,122500,11.715866308966918,2130,2.5,7.5,25,10650,36,1128.0,6825,4095,1320.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1997,0.0,926,926,1604,2,7,1,2,470,181000,12.106252310247962,2530,2.5,9.5,30,15180,11,0.0,8020,4812,1410.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4,1972,0.0,630,630,630,1,3,0,0,0,81000,11.302204433654577,1260,2.0,4.0,28,5040,36,0.0,2520,1890,1452.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
7,1996,0.0,799,827,1661,2,6,1,2,550,212000,12.26434155365415,2460,3.5,8.5,42,17220,13,0.0,8305,6644,1650.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6,1920,0.0,648,734,1118,1,6,0,2,440,116000,11.661345470088502,1766,1.0,7.0,48,10596,86,0.0,3354,3354,1320.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1926,0.0,884,904,904,1,4,0,1,180,119000,11.686878772093667,1788,1.0,5.0,42,10728,83,0.0,3616,2712,540.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
5,1913,0.0,440,694,694,1,4,1,1,352,90350,11.411446296020374,1134,1.0,5.0,30,5670,94,0.0,2082,2776,1408.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6,1920,0.0,684,684,1196,1,7,0,2,528,110000,11.608235644774552,1880,1.0,8.0,48,11280,89,0.0,4784,4784,1584.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
10,2008,200.0,3094,2402,2402,2,10,2,3,672,555000,13.226723392728571,5496,3.0,12.0,50,54960,1,1000.0,12010,12010,2016.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
4,1955,270.0,1440,1440,1440,2,8,0,0,0,118000,11.6784399034478,2880,2.0,10.0,16,11520,53,810.0,4320,2880,1452.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,1930,0.0,1078,1128,1573,2,8,1,2,360,162900,12.000891794590135,2651,2.0,10.0,35,13255,78,0.0,4719,4719,1080.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
7,2006,72.0,1258,1258,1258,2,6,1,3,648,172500,12.058152515453552,2516,2.0,8.0,35,17612,1,288.0,6290,5032,1944.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,1994,0.0,915,933,1908,2,8,1,2,493,210000,12.254862809699606,2823,3.5,10.5,35,19761,14,0.0,9540,7632,1479.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1956,0.0,1436,1689,1689,1,7,1,2,480,127500,11.755871643580615,3125,1.0,8.0,30,18750,53,0.0,3378,5067,1440.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6,1966,0.0,1517,1888,1888,2,6,1,2,578,190000,12.154779351142624,3405,2.5,8.5,36,20430,44,0.0,9440,7552,1734.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7,1998,0.0,930,956,1886,2,10,1,2,431,199900,12.205572520488492,2816,2.5,12.5,35,19712,8,0.0,7544,7544,1293.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6,1937,0.0,780,780,1376,2,7,1,1,198,119500,11.691071650353702,2156,2.0,9.0,36,12936,69,0.0,4128,4128,594.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
3,1948,0.0,649,679,1183,1,6,0,1,308,120000,11.695247021764184,1832,1.5,7.5,21,5496,59,0.0,5915,3549,924.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6,1930,0.0,813,813,813,1,5,0,1,270,110000,11.608235644774552,1626,1.0,6.0,48,9756,76,0.0,4065,3252,540.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
7,1975,0.0,1533,1533,1533,2,5,2,2,576,280000,12.542544882151386,3066,3.0,7.0,35,21462,31,0.0,4599,6132,1728.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6,1996,42.0,872,888,1756,2,7,0,2,422,204000,12.225875272826354,2628,3.5,9.5,30,15768,11,168.0,8780,5268,1266.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
8,2008,0.0,768,786,1590,2,6,0,2,676,210000,12.254862809699606,2358,2.5,8.5,40,18864,1,0.0,7950,6360,2028.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5,1976,0.0,1728,1728,1728,2,8,0,2,560,188000,12.144197241812089,3456,4.0,10.0,25,17280,30,0.0,5184,5184,1680.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
7,1973,320.0,1242,1242,1242,1,6,1,2,528,175500,12.075394321888057,2484,1.5,7.5,42,17388,34,960.0,2484,3726,1584.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5,1916,0.0,624,624,1344,1,7,0,3,513,98000,11.49272275765271,1968,1.0,8.0,25,9840,92,0.0,2688,4032,1026.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
4,1954,0.0,1364,1663,1663,1,6,2,2,529,256000,12.4529327234617,3027,2.0,7.0,24,12108,54,0.0,8315,6652,1587.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,1925,0.0,588,833,1666,1,7,1,1,228,161000,11.9891596439666,2254,1.0,8.0,56,18032,83,0.0,3332,6664,684.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5,1950,161.0,709,979,1203,1,5,1,1,352,110000,11.608235644774552,1912,2.0,6.0,20,9560,59,483.0,3609,4812,1056.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
8,2009,110.0,832,832,1935,2,8,0,2,552,263435,12.481561937216318,2767,3.5,10.5,40,22136,0,440.0,9675,5805,1656.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
7,1936,0.0,560,575,1135,1,6,0,2,576,155000,11.951180395901384,1695,2.0,7.0,63,11865,73,0.0,5675,4540,1728.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
