Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscVal,SaleType,SaleCondition,SalePrice,InternalSF,PorchDeckSF,TotalBath,TotRmsAbvGrdWithBath,InternalQual,InternalCond,HouseAge,RemodAge,GarageAge,ExterQaulScore,ExterCondScore,HeatingQCScore,KitchenQualScore,GarageQualScore,GarageCondScore,Neighborhood_Price_Bucket
425,20,RL,72.0,9000,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,5,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,580,1196,GasA,Gd,Y,FuseA,1196,0,0,1196,1,1,0,2,1,TA,6,Typ,1,Gd,Attchd,RFn,1,297,TA,TA,Y,0,Not Applicable,0,WD,Normal,139000,2392,44,2.0,7.0,14352,11960,52,52,52.0,222.0,222.0,4784,3588,891.0,891.0,Level_2
426,60,RM,60.0,3378,Pave,Grvl,Reg,Other,Inside,Gtl,Norm,1Fam,2Story,7,8,1946,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,651,651,GasA,Gd,Y,SBrkr,707,682,0,1389,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,Unf,1,240,TA,TA,P,0,Not Applicable,0,WD,Normal,135000,2040,126,1.5,7.5,14280,16320,63,17,62.0,0.0,0.0,5556,4167,720.0,720.0,Level_1
427,80,RL,69.0,12800,Pave,Not Applicable,Reg,Other,Inside,Other,Norm,1Fam,SLvl,7,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2,569,TA,TA,Y,0,Not Applicable,0,WD,Normal,275000,3162,476,3.5,7.0,22134,15810,20,20,20.0,580.0,435.0,6576,6576,1707.0,1707.0,Level_3
428,20,RL,77.0,8593,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,4,6,1957,Other,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,619,907,GasA,Ex,Y,SBrkr,907,0,0,907,0,1,0,3,1,TA,5,Typ,0,Not Applicable,Detchd,Unf,1,352,TA,TA,Y,0,Not Applicable,0,WD,Normal,109008,1814,0,1.0,6.0,7256,10884,51,51,44.0,0.0,0.0,4535,2721,1056.0,1056.0,Level_2
429,20,RL,64.0,6762,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,1208,1,2,0,2,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2,628,TA,TA,Y,0,Not Applicable,0,New,Partial,195400,2416,159,3.0,8.0,16912,12080,0,0,0.0,432.0,324.0,6040,4832,1884.0,1884.0,Level_3
430,20,RL,130.0,11457,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,1Story,6,5,1988,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,387,1392,GasA,TA,Y,SBrkr,1412,0,0,1412,1,2,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,175000,2804,169,3.0,8.0,16824,14020,21,21,21.0,0.0,0.0,4236,5648,1728.0,1728.0,Level_4
431,160,RM,21.0,1680,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,2Story,6,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,96,483,GasA,TA,Y,SBrkr,483,504,0,987,0,1,1,2,1,TA,4,Typ,0,Not Applicable,Detchd,Unf,1,264,TA,TA,Y,0,Not Applicable,0,COD,Abnorml,85400,1470,0,1.5,5.5,8820,7350,37,37,37.0,696.0,696.0,2961,2961,792.0,792.0,Level_1
432,50,RM,60.0,5586,Pave,Not Applicable,IR1,Other,Inside,Gtl,Other,1Fam,1.5Fin,6,7,1920,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,901,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,1,0,4,1,TA,7,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,N,0,MnPrv,0,ConLD,Abnorml,79900,2099,98,1.0,8.0,12594,14693,88,10,28.0,0.0,0.0,4792,3594,,,Level_1
433,160,RM,24.0,1920,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,294,765,GasA,Ex,Y,SBrkr,765,600,0,1365,1,1,1,2,1,TA,6,Other,0,Not Applicable,Detchd,Unf,2,440,TA,TA,Y,0,Not Applicable,0,WD,Normal,122500,2130,276,2.5,7.5,10650,10650,36,36,36.0,1128.0,1128.0,6825,4095,1320.0,1320.0,Level_1
434,60,RL,100.0,10839,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,470,TA,TA,Y,0,Not Applicable,0,WD,Normal,181000,2530,36,2.5,9.5,15180,12650,11,10,11.0,0.0,0.0,8020,4812,1410.0,1410.0,Level_3
435,180,RM,21.0,1890,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Twnhs,SFoyer,4,7,1972,Gable,CompShg,CemntBd,CmentBd,Not Applicable,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,135,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,1,0,1,1,TA,3,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,Not Applicable,0,WD,Normal,81000,1260,88,2.0,4.0,5040,8820,36,36,28.0,0.0,0.0,2520,1890,,,Level_1
436,60,RL,43.0,10667,Pave,Not Applicable,IR2,Lvl,CulDSac,Gtl,Other,1Fam,2Story,7,6,1996,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,Other,70,799,GasA,Ex,Y,SBrkr,827,834,0,1661,1,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2,550,TA,TA,Y,0,Not Applicable,0,ConLw,Normal,212000,2460,219,3.5,8.5,17220,14760,13,13,13.0,0.0,0.0,8305,6644,1650.0,1650.0,Level_3
437,50,RM,40.0,4400,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,8,1920,Gable,CompShg,Stucco,Stucco,Not Applicable,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,648,648,GasA,TA,Y,FuseA,734,384,0,1118,0,1,0,2,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,2,440,TA,TA,Y,0,Not Applicable,0,WD,Normal,116000,1766,0,1.0,7.0,10596,14128,86,56,16.0,0.0,0.0,3354,3354,1320.0,1320.0,Level_1
438,45,RM,50.0,6000,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Unf,6,7,1926,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,884,884,GasA,Gd,Y,SBrkr,904,0,0,904,0,1,0,2,1,TA,4,Typ,0,Not Applicable,Detchd,Unf,1,180,TA,TA,Y,0,Not Applicable,0,WD,Normal,119000,1788,105,1.0,5.0,10728,12516,83,5,83.0,0.0,0.0,3616,2712,540.0,540.0,Level_1
439,30,RL,40.0,4280,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,6,1913,Gable,CompShg,WdShing,Stucco,Not Applicable,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,75,440,GasA,TA,N,SBrkr,694,0,0,694,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,Unf,1,352,Other,TA,P,0,MnPrv,0,WD,Normal,90350,1134,34,1.0,5.0,5670,6804,94,5,17.0,0.0,0.0,2082,2776,1408.0,1056.0,Level_4
440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,Corner,Gtl,Norm,1Fam,1.5Fin,6,8,1920,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,BrkTil,TA,Other,Mn,Unf,0,Unf,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,1,0,3,1,Gd,7,Typ,0,Not Applicable,Detchd,Unf,2,528,TA,TA,Y,0,GdPrv,800,ConLI,Normal,110000,1880,46,1.0,8.0,11280,15040,89,9,4.0,0.0,0.0,4784,4784,1584.0,1584.0,Level_1
441,20,RL,105.0,15431,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,10,5,2008,Other,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,Other,788,3094,GasA,Ex,Y,SBrkr,2402,0,0,2402,1,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3,672,TA,TA,Y,0,Not Applicable,0,WD,Normal,555000,5496,242,3.0,12.0,54960,27480,1,1,1.0,1000.0,600.0,12010,12010,2016.0,2016.0,Level_4
442,90,RL,92.0,12108,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Duplex,1Story,4,4,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440,0,2,0,4,2,Fa,8,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,Not Applicable,0,WD,Normal,118000,2880,0,2.0,10.0,11520,11520,53,53,28.0,810.0,810.0,4320,2880,,,Level_1
443,50,RM,52.0,6240,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,5,7,1930,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,2,360,TA,TA,P,0,Not Applicable,0,WD,Normal,162900,2651,0,2.0,10.0,13255,18557,78,16,78.0,0.0,0.0,4719,4719,1080.0,1080.0,Level_1
444,120,RL,53.0,3922,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,1258,GasA,Ex,Y,SBrkr,1258,0,0,1258,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,648,TA,TA,Y,0,Not Applicable,0,New,Partial,172500,2516,160,2.0,8.0,17612,12580,1,0,0.0,288.0,216.0,6290,5032,1944.0,1944.0,Level_3
445,60,RL,70.0,8750,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,273,915,GasA,Ex,Y,SBrkr,933,975,0,1908,1,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2,493,TA,TA,Y,0,Not Applicable,0,WD,Normal,210000,2823,277,3.5,10.5,19761,14115,14,13,14.0,0.0,0.0,9540,7632,1479.0,1479.0,Level_3
446,20,RL,73.0,9855,Pave,Not Applicable,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,6,5,1956,Other,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1436,1436,GasA,Fa,Y,SBrkr,1689,0,0,1689,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,480,TA,TA,Y,0,MnPrv,0,COD,Normal,127500,3125,0,1.0,8.0,18750,15625,53,53,53.0,0.0,0.0,3378,5067,1440.0,1440.0,Level_1
447,20,RL,137.0,16492,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Other,1Fam,1Story,6,6,1966,Gable,CompShg,BrkFace,Plywood,Not Applicable,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Other,557,1517,GasA,Ex,Y,SBrkr,1888,0,0,1888,0,2,1,2,1,Gd,6,Other,1,Gd,Attchd,Fin,2,578,TA,TA,Y,0,Not Applicable,0,WD,Normal,190000,3405,0,2.5,8.5,20430,20430,44,8,44.0,0.0,0.0,9440,7552,1734.0,1734.0,Level_2
448,60,RL,69.0,11214,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,930,930,GasA,Gd,Y,SBrkr,956,930,0,1886,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,Fin,2,431,TA,TA,Y,0,Not Applicable,0,WD,Normal,199900,2816,89,2.5,12.5,19712,14080,8,7,8.0,0.0,0.0,7544,7544,1293.0,1293.0,Level_3
449,50,RM,50.0,8600,Pave,Not Applicable,Reg,Other,Inside,Gtl,Norm,1Fam,1.5Fin,6,6,1937,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,780,780,GasA,TA,Y,SBrkr,780,596,0,1376,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,198,TA,TA,N,0,Not Applicable,0,WD,Normal,119500,2156,0,2.0,9.0,12936,12936,69,56,69.0,0.0,0.0,4128,4128,594.0,594.0,Level_1
450,50,RM,50.0,6000,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,3,7,1948,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,318,649,GasA,Ex,Y,SBrkr,679,504,0,1183,0,1,1,2,1,TA,6,Typ,0,Not Applicable,Detchd,Unf,1,308,TA,TA,Y,0,Not Applicable,0,WD,Normal,120000,1832,176,1.5,7.5,5496,12824,59,5,26.0,0.0,0.0,5915,3549,924.0,924.0,Level_1
451,30,RM,70.0,5684,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,6,8,1930,Other,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,813,813,GasA,Ex,Y,FuseA,813,0,0,813,0,1,0,2,1,Gd,5,Typ,0,Not Applicable,Detchd,Unf,1,270,Other,Other,N,0,Not Applicable,0,WD,Normal,110000,1626,113,1.0,6.0,9756,13008,76,1,74.0,0.0,0.0,4065,3252,540.0,540.0,Level_1
452,20,RL,62.0,70761,Pave,Not Applicable,IR1,Other,Inside,Other,Norm,1Fam,1Story,7,5,1975,Gable,Other,Plywood,Plywood,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,878,1533,GasA,TA,Y,SBrkr,1533,0,0,1533,1,2,0,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,576,TA,TA,Y,0,Not Applicable,0,WD,Normal,280000,3066,254,3.0,7.0,21462,15330,31,31,31.0,0.0,0.0,4599,6132,1728.0,1728.0,Level_3
453,60,RL,69.0,9303,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,1Fam,2Story,6,5,1996,Other,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,130,872,GasA,Ex,Y,SBrkr,888,868,0,1756,1,2,1,3,1,TA,7,Typ,0,Not Applicable,Attchd,Fin,2,422,TA,TA,Y,0,Not Applicable,0,WD,Normal,204000,2628,266,3.5,9.5,15768,13140,11,10,11.0,168.0,126.0,8780,5268,1266.0,1266.0,Level_4
454,60,FV,75.0,9000,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,768,768,GasA,Ex,Y,SBrkr,786,804,0,1590,0,2,1,3,1,Gd,6,Typ,0,Not Applicable,Attchd,RFn,2,676,TA,TA,Y,0,Not Applicable,0,WD,Normal,210000,2358,30,2.5,8.5,18864,11790,1,1,1.0,0.0,0.0,7950,6360,2028.0,2028.0,Level_4
455,90,RL,63.0,9297,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,Duplex,1Story,5,5,1976,Gable,CompShg,Plywood,Plywood,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,122,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,2,0,4,2,TA,8,Typ,0,Not Applicable,Detchd,Unf,2,560,TA,TA,Y,0,Not Applicable,0,WD,Family,188000,3456,0,4.0,10.0,17280,17280,30,30,30.0,0.0,0.0,5184,5184,1680.0,1680.0,Level_2
456,20,RL,80.0,9600,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,7,6,1973,Other,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,326,1242,GasA,Fa,Y,SBrkr,1242,0,0,1242,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,528,TA,TA,Y,0,Not Applicable,0,WD,Normal,175500,2484,0,1.5,7.5,17388,14904,34,34,34.0,960.0,960.0,2484,3726,1584.0,1584.0,Level_3
457,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,5,5,1916,Gable,CompShg,AsbShng,AsbShng,Not Applicable,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,624,624,GasA,Fa,N,SBrkr,624,720,0,1344,0,1,0,4,1,TA,7,Typ,0,Not Applicable,Detchd,Unf,3,513,Other,Other,Y,0,Not Applicable,0,COD,Abnorml,98000,1968,96,1.0,8.0,9840,9840,92,58,92.0,0.0,0.0,2688,4032,1026.0,1026.0,Level_1
458,20,RL,69.0,53227,Pave,Not Applicable,IR1,Other,CulDSac,Other,Norm,1Fam,1Story,4,6,1954,Other,Other,Plywood,Plywood,Not Applicable,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,248,1364,GasA,Ex,Y,SBrkr,1663,0,0,1663,1,1,0,2,1,Gd,6,Other,2,Gd,Attchd,Fin,2,529,TA,TA,Y,0,Not Applicable,0,WD,Normal,256000,3027,361,2.0,7.0,12108,18162,54,14,54.0,0.0,0.0,8315,6652,1587.0,1587.0,Level_3
459,70,RM,69.0,5100,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,8,7,1925,Other,CompShg,Stucco,Wd Shng,Not Applicable,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,588,588,GasA,Fa,Y,SBrkr,833,833,0,1666,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,228,TA,TA,Y,0,MnPrv,0,WD,Normal,161000,2254,255,1.0,8.0,18032,15778,83,12,83.0,0.0,0.0,3332,6664,684.0,684.0,Level_1
460,50,RL,69.0,7015,Pave,Not Applicable,IR1,Other,Corner,Gtl,Norm,1Fam,1.5Fin,5,4,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,524,709,GasA,TA,Y,SBrkr,979,224,0,1203,1,1,0,3,1,Gd,5,Typ,1,TA,Detchd,Unf,1,352,TA,TA,Y,0,Not Applicable,0,WD,Normal,110000,1912,248,2.0,6.0,9560,7648,59,59,59.0,483.0,483.0,3609,4812,1056.0,1056.0,Level_1
461,60,FV,75.0,8004,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,288,832,GasA,Ex,Y,SBrkr,832,1103,0,1935,1,2,1,3,1,TA,8,Typ,0,Not Applicable,BuiltIn,Fin,2,552,TA,TA,Y,0,Not Applicable,0,New,Partial,263435,2767,150,3.5,10.5,22136,13835,0,0,0.0,440.0,330.0,9675,5805,1656.0,1656.0,Level_4
462,70,RL,60.0,7200,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,9,1936,Gable,CompShg,Wd Sdng,Wd Sdng,Not Applicable,0.0,Gd,Gd,PConc,Gd,Other,No,ALQ,350,Other,0,560,GasA,Ex,Y,SBrkr,575,560,0,1135,1,1,0,3,1,Gd,6,Typ,0,Not Applicable,Detchd,RFn,2,576,TA,TA,Y,0,MnPrv,0,WD,Normal,155000,1695,256,2.0,7.0,11865,15255,73,2,38.0,0.0,0.0,5675,4540,1728.0,1728.0,Level_2
463,20,RL,60.0,8281,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,5,1965,Gable,CompShg,MetalSd,MetalSd,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,Other,0,864,GasA,Gd,Y,SBrkr,864,0,0,864,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,Unf,1,360,TA,TA,Y,0,GdWo,0,WD,Normal,62383,1728,236,1.0,6.0,8640,8640,44,44,44.0,0.0,0.0,3456,2592,1080.0,1080.0,Level_2
464,70,RL,74.0,11988,Pave,Not Applicable,IR1,Other,Inside,Other,Norm,1Fam,2Story,6,7,1934,Other,CompShg,Stucco,Stucco,Not Applicable,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,389,715,GasA,Fa,Y,FuseA,849,811,0,1660,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,0,Not Applicable,0,WD,Normal,188700,2375,0,1.5,7.5,14250,16625,74,13,69.0,0.0,0.0,3320,4980,720.0,720.0,Level_4
465,20,RL,60.0,8430,Pave,Not Applicable,Reg,Other,Inside,Other,Norm,1Fam,1Story,5,5,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,424,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,2,0,3,1,TA,5,Typ,0,Not Applicable,Not Applicable,Not Applicable,0,0,Other,Other,Y,0,Not Applicable,0,WD,Normal,124000,2080,0,2.0,7.0,10400,10400,31,31,29.0,408.0,408.0,3120,3120,,,Level_3
466,120,RM,69.0,3072,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2004,Other,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1375,1375,GasA,Ex,Y,SBrkr,1414,0,0,1414,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,Fin,2,398,TA,TA,Y,0,Not Applicable,0,WD,Normal,178740,2789,164,2.0,8.0,19523,13945,2,2,2.0,72.0,54.0,7070,5656,1194.0,1194.0,Level_3
467,20,RL,85.0,10628,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,7,5,1970,Other,Other,Plywood,Plywood,Not Applicable,0.0,TA,Gd,CBlock,TA,Other,Gd,GLQ,778,Unf,499,1277,GasA,TA,Y,SBrkr,1277,0,0,1277,1,1,0,2,1,TA,5,Typ,1,Po,Attchd,Unf,2,526,TA,TA,Y,0,GdWo,0,WD,Normal,167000,2554,176,2.0,6.0,17878,12770,37,37,37.0,0.0,0.0,3831,3831,1578.0,1578.0,Level_2
468,70,RL,79.0,9480,Pave,Not Applicable,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,5,7,1942,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,342,728,GasA,Ex,Y,SBrkr,888,756,0,1644,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,1,312,TA,TA,Y,0,Not Applicable,0,WD,Normal,146500,2372,168,1.5,8.5,11860,16604,65,12,65.0,672.0,672.0,8220,6576,936.0,936.0,Level_2
469,20,RL,98.0,11428,Pave,Not Applicable,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1626,1626,GasA,Ex,Y,SBrkr,1634,0,0,1634,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,866,TA,TA,Y,0,Not Applicable,0,WD,Normal,250000,3260,44,2.0,9.0,26080,16300,1,1,1.0,992.0,744.0,8170,6536,2598.0,2598.0,Level_4
470,60,RL,76.0,9291,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Other,1Fam,2Story,6,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,406,832,GasA,Ex,Y,SBrkr,832,878,0,1710,0,2,1,3,1,Gd,7,Typ,0,Not Applicable,Attchd,RFn,2,506,TA,TA,Y,0,Not Applicable,0,WD,Normal,187000,2542,214,2.5,9.5,15252,12710,15,15,15.0,480.0,360.0,8550,6840,1518.0,1518.0,Level_3
471,120,RL,69.0,6820,Pave,Not Applicable,IR1,Lvl,Corner,Gtl,Norm,TwnhsE,1Story,8,5,1985,Gable,CompShg,HdBoard,HdBoard,Not Applicable,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,Other,0,1488,GasA,TA,Y,SBrkr,1502,0,0,1502,1,1,1,1,1,Gd,4,Typ,0,Not Applicable,Attchd,RFn,2,528,TA,TA,Y,0,Not Applicable,0,WD,Normal,212000,2990,194,2.5,5.5,23920,14950,25,25,25.0,0.0,0.0,4506,6008,1584.0,1584.0,Level_4
